Entry,Name,Position,Pathways
10971,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta'],2p25.1,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05203', 'Viral carcinogenesis')]"
7529,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta'],20q13.12,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05203', 'Viral carcinogenesis')]"
7531,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon'],17p13.3,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa04621', 'NOD-like receptor signaling pathway'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05203', 'Viral carcinogenesis')]"
7532,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma'],7q11.23,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05203', 'Viral carcinogenesis')]"
7533,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta'],22q12.3,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05203', 'Viral carcinogenesis')]"
7534,['(RefSeq) tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta'],8q22.3,"[('hsa04110', 'Cell cycle'), ('hsa04114', 'Oocyte meiosis'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04390', 'Hippo signaling pathway'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05203', 'Viral carcinogenesis')]"
6502,['(RefSeq) S-phase kinase associated protein 2'],5p13.2,"[('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04120', 'Ubiquitin mediated proteolysis'), ('hsa04150', 'mTOR signaling pathway'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05222', 'Small cell lung cancer')]"
11317,['(RefSeq) recombination signal binding protein for immunoglobulin kappa J region like'],20q13.12,"[('hsa04330', 'Notch signaling pathway'), ('hsa04658', 'Th1 and Th2 cell differentiation'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05203', 'Viral carcinogenesis')]"
3516,['(RefSeq) recombination signal binding protein for immunoglobulin kappa J region'],4p15.2,"[('hsa04330', 'Notch signaling pathway'), ('hsa04658', 'Th1 and Th2 cell differentiation'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05203', 'Viral carcinogenesis')]"
22938,['(RefSeq) SNW domain containing 1'],14q24.3,"[('hsa03040', 'Spliceosome'), ('hsa04330', 'Notch signaling pathway'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05203', 'Viral carcinogenesis')]"
2965,['(RefSeq) general transcription factor IIH subunit 1'],11p15.1,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
2966,['(RefSeq) general transcription factor IIH subunit 2'],5q13.2,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
2967,['(RefSeq) general transcription factor IIH subunit 3'],12q24.31,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
2968,['(RefSeq) general transcription factor IIH subunit 4'],6p21.33,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
728340,['(RefSeq) GTF2H2 family member C'],5q13.2,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
730394,"['(RefSeq) GTF2H2 family member C, copy 2']",5q13.2,"[('hsa03022', 'Basal transcription factors'), ('hsa03420', 'Nucleotide excision repair'), ('hsa05203', 'Viral carcinogenesis')]"
2960,['(RefSeq) general transcription factor IIE subunit 1'],3q13.33,"[('hsa03022', 'Basal transcription factors'), ('hsa05203', 'Viral carcinogenesis')]"
2961,['(RefSeq) general transcription factor IIE subunit 2'],8p12,"[('hsa03022', 'Basal transcription factors'), ('hsa05203', 'Viral carcinogenesis')]"
27044,['(RefSeq) staphylococcal nuclease and tudor domain containing 1'],7q32.1,"[('hsa05203', 'Viral carcinogenesis')]"
1387,['(RefSeq) CREB binding protein'],16p13.3,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
2033,['(RefSeq) E1A binding protein p300'],22q13.2,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
2959,['(RefSeq) general transcription factor IIB'],1p22.2,"[('hsa03022', 'Basal transcription factors'), ('hsa05017', 'Spinocerebellar ataxia'), ('hsa05203', 'Viral carcinogenesis')]"
7157,['(RefSeq) tumor protein p53'],17p13.1,"[('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04010', 'MAPK signaling pathway'), ('hsa04071', 'Sphingolipid signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04137', 'Mitophagy - animal'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04210', 'Apoptosis'), ('hsa04211', 'Longevity regulating pathway'), ('hsa04216', 'Ferroptosis'), ('hsa04218', 'Cellular senescence'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04722', 'Neurotrophin signaling pathway'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05012', 'Parkinson disease'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05016', 'Huntington disease'), ('hsa05131', 'Shigellosis'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05162', 'Measles'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05168', 'Herpes simplex virus 1 infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05210', 'Colorectal cancer'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05217', 'Basal cell carcinoma'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer'), ('hsa05230', 'Central carbon metabolism in cancer'), ('hsa05417', 'Lipid and atherosclerosis'), ('hsa05418', 'Fluid shear stress and atherosclerosis')]"
245972,['(RefSeq) ATPase H+ transporting V0 subunit d2'],8q21.3,"[('hsa00190', 'Oxidative phosphorylation'), ('hsa01100', 'Metabolic pathways'), ('hsa04142', 'Lysosome'), ('hsa04145', 'Phagosome'), ('hsa04721', 'Synaptic vesicle cycle'), ('hsa04966', 'Collecting duct acid secretion'), ('hsa05110', 'Vibrio cholerae infection'), ('hsa05120', 'Epithelial cell signaling in Helicobacter pylori infection'), ('hsa05152', 'Tuberculosis'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05323', 'Rheumatoid arthritis')]"
9114,['(RefSeq) ATPase H+ transporting V0 subunit d1'],16q22.1,"[('hsa00190', 'Oxidative phosphorylation'), ('hsa01100', 'Metabolic pathways'), ('hsa04142', 'Lysosome'), ('hsa04145', 'Phagosome'), ('hsa04721', 'Synaptic vesicle cycle'), ('hsa04966', 'Collecting duct acid secretion'), ('hsa05110', 'Vibrio cholerae infection'), ('hsa05120', 'Epithelial cell signaling in Helicobacter pylori infection'), ('hsa05152', 'Tuberculosis'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05323', 'Rheumatoid arthritis')]"
9093,['(RefSeq) DnaJ heat shock protein family (Hsp40) member A3'],16p13.3,"[('hsa05203', 'Viral carcinogenesis')]"
1026,['(RefSeq) cyclin dependent kinase inhibitor 1A'],6p21.2,"[('hsa01522', 'Endocrine resistance'), ('hsa01524', 'Platinum drug resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04115', 'p53 signaling pathway'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04218', 'Cellular senescence'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04921', 'Oxytocin signaling pathway'), ('hsa04928', 'Parathyroid hormone synthesis, secretion and action'), ('hsa04934', 'Cushing syndrome'), ('hsa05160', 'Hepatitis C'), ('hsa05161', 'Hepatitis B'), ('hsa05163', 'Human cytomegalovirus infection'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05205', 'Proteoglycans in cancer'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05210', 'Colorectal cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05212', 'Pancreatic cancer'), ('hsa05213', 'Endometrial cancer'), ('hsa05214', 'Glioma'), ('hsa05215', 'Prostate cancer'), ('hsa05216', 'Thyroid cancer'), ('hsa05217', 'Basal cell carcinoma'), ('hsa05218', 'Melanoma'), ('hsa05219', 'Bladder cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05223', 'Non-small cell lung cancer'), ('hsa05224', 'Breast cancer'), ('hsa05225', 'Hepatocellular carcinoma'), ('hsa05226', 'Gastric cancer')]"
1027,['(RefSeq) cyclin dependent kinase inhibitor 1B'],12p13.1,"[('hsa01522', 'Endocrine resistance'), ('hsa04012', 'ErbB signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04151', 'PI3K-Akt signaling pathway'), ('hsa04933', 'AGE-RAGE signaling pathway in diabetic complications'), ('hsa04934', 'Cushing syndrome'), ('hsa05162', 'Measles'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05215', 'Prostate cancer'), ('hsa05220', 'Chronic myeloid leukemia'), ('hsa05222', 'Small cell lung cancer'), ('hsa05226', 'Gastric cancer')]"
1387,['(RefSeq) CREB binding protein'],16p13.3,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
2033,['(RefSeq) E1A binding protein p300'],22q13.2,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
5315,['(RefSeq) pyruvate kinase M1/2'],15q23,"[('hsa00010', 'Glycolysis / Gluconeogenesis'), ('hsa00620', 'Pyruvate metabolism'), ('hsa01100', 'Metabolic pathways'), ('hsa01200', 'Carbon metabolism'), ('hsa01230', 'Biosynthesis of amino acids'), ('hsa01240', 'Biosynthesis of cofactors'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04930', 'Type II diabetes mellitus'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05230', 'Central carbon metabolism in cancer')]"
10013,['(RefSeq) histone deacetylase 6'],Xp11.23,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05014', 'Amyotrophic lateral sclerosis'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
10014,['(RefSeq) histone deacetylase 5'],17q21.31,"[('hsa04371', 'Apelin signaling pathway'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer')]"
3065,['(RefSeq) histone deacetylase 1'],1p35.2-p35.1,"[('hsa04110', 'Cell cycle'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04330', 'Notch signaling pathway'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05016', 'Huntington disease'), ('hsa05031', 'Amphetamine addiction'), ('hsa05034', 'Alcoholism'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05220', 'Chronic myeloid leukemia')]"
3066,['(RefSeq) histone deacetylase 2'],6q21,"[('hsa04110', 'Cell cycle'), ('hsa04213', 'Longevity regulating pathway - multiple species'), ('hsa04330', 'Notch signaling pathway'), ('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05016', 'Huntington disease'), ('hsa05031', 'Amphetamine addiction'), ('hsa05034', 'Alcoholism'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05169', 'Epstein-Barr virus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05202', 'Transcriptional misregulation in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05220', 'Chronic myeloid leukemia')]"
51564,['(RefSeq) histone deacetylase 7'],12q13.11,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
55869,['(RefSeq) histone deacetylase 8'],Xq13.1,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
79885,['(RefSeq) histone deacetylase 11'],3p25.1,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
83933,['(RefSeq) histone deacetylase 10'],22q13.33,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
8841,['(RefSeq) histone deacetylase 3'],5q31.3,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
9734,['(RefSeq) histone deacetylase 9'],7p21.1,"[('hsa04613', 'Neutrophil extracellular trap formation'), ('hsa05034', 'Alcoholism'), ('hsa05203', 'Viral carcinogenesis')]"
1387,['(RefSeq) CREB binding protein'],16p13.3,"[('hsa04024', 'cAMP signaling pathway'), ('hsa04066', 'HIF-1 signaling pathway'), ('hsa04068', 'FoxO signaling pathway'), ('hsa04110', 'Cell cycle'), ('hsa04310', 'Wnt signaling pathway'), ('hsa04330', 'Notch signaling pathway'), ('hsa04350', 'TGF-beta signaling pathway'), ('hsa04520', 'Adherens junction'), ('hsa04630', 'JAK-STAT signaling pathway'), ('hsa04720', 'Long-term potentiation'), ('hsa04916', 'Melanogenesis'), ('hsa04919', 'Thyroid hormone signaling pathway'), ('hsa04922', 'Glucagon signaling pathway'), ('hsa04935', 'Growth hormone synthesis, secretion and action'), ('hsa05016', 'Huntington disease'), ('hsa05152', 'Tuberculosis'), ('hsa05161', 'Hepatitis B'), ('hsa05164', 'Influenza A'), ('hsa05165', 'Human papillomavirus infection'), ('hsa05166', 'Human T-cell leukemia virus 1 infection'), ('hsa05167', 'Kaposi sarcoma-associated herpesvirus infection'), ('hsa05200', 'Pathways in cancer'), ('hsa05203', 'Viral carcinogenesis'), ('hsa05206', 'MicroRNAs in cancer'), ('hsa05211', 'Renal cell carcinoma'), ('hsa05215', 'Prostate cancer')]"
